"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4469452","marine hydrothermal vent","sea water","water",NA,"NewVentVirome_dereplicated","HulkHydrothermalVent","metagenome","WGS","north america","Pacific Ocean",47.95,-129.0968333,"marine black smoker biome","mgp7207","free-living","hydrothermal_vent","marine","saline_water"
"mgm4481541","marine hydrothermal vent","sea water","water",NA,"HulkCellularMetagenome","HulkHydrothermalVent","metagenome","WGS","north america","Pacific Ocean",47.95,-129.0968333,"marine black smoker biome","mgp7207","free-living","hydrothermal_vent","marine","saline_water"
