"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","PI_lastname","seq_meth"
"mgm4511199","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_1","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"aquatic biome","mgp3218","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4511200","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_2","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"aquatic biome","mgp3218","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4511201","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_3","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"aquatic biome","mgp3218","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4511202","wastewater treatment plant","waste water","wastewater|sludge",NA,"Chem_AS_4","HKULG209_1","metagenome","WGS","asia","China",31.01,121.41,"aquatic biome","mgp3218","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4521534","microbial feature","sludge","wastewater|sludge",NA,"HIT-1302.L170_SZABPI024475-84_1","anaerobic-anoxic sludge community","metagenome","WGS",NA,"China",22,114,"aquatic biome","mgp4364","free-living","sludge","freshwater","wastewater","lv","illumina"
"mgm4522552","microbial feature","sludge","wastewater|sludge",NA,"HITSZ1","anaerobic-anoxic sludge community","metagenome","WGS",NA,"China",22,114,"aquatic biome","mgp4364","free-living","sludge","freshwater","wastewater","lv","illumina"
"mgm4524971","microbial feature","sludge","wastewater|sludge",NA,"cb160","anaerobic-anoxic sludge community","metagenome","WGS",NA,"China",22,114,"aquatic biome","mgp4364","free-living","sludge","freshwater","wastewater","lv","illumina"
"mgm4537904","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STAS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537905","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STAS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537906","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STDS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537907","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STDS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537908","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STIN_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537909","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_STIN_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537910","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHAS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537911","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHAS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537912","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHDS_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537913","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHDS_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537914","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHIN_Contigs","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4537915","wastewater treatment plant","waste water","wastewater|sludge",NA,"LAD_SWHIN_Reads","LAD_Plasmid","metagenome","WGS","asia","Hong Kong",22.28,114.14,"aquatic biome","mgp6217","free-living","sludge","freshwater","wastewater","zhang","illumina"
"mgm4539290","marine biome","Water","water",NA,"SP","Metagenome of Arraial do Cabo","metagenome","WGS","south america","Brazil",-22.975369,-42.013012,"aquatic biome","mgp6331","free-living","coastal_seawater","marine","saline_water","cuadrat","454"
"mgm4539291","marine biome","Water","water",NA,"SE","Metagenome of Arraial do Cabo","metagenome","WGS","south america","Brazil",-22.975369,-42.013012,"aquatic biome","mgp6331","free-living","coastal_seawater","marine","saline_water","cuadrat","454"
"mgm4544122","biofilm","waste water","wastewater|sludge",NA,"Anammox_granules.fastq","Anammox_granules","metagenome","WGS",NA,"Netherlands",52.0115769,4.3570677,"aquatic biome","mgp6845","free-living","sludge","freshwater","wastewater","gonzalez-gil","454"
"mgm4547780","biofilm","waste water","wastewater|sludge",NA,"Anaerobic_papermill_granules.fastq","Anaerobic_papermill_granules","metagenome","WGS",NA,"Netherlands",52.108739,6.080888,"aquatic biome","mgp7266","free-living","sludge","freshwater","wastewater","gonzalez-gil","454"
"mgm4550584","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_001.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550585","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_002.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550586","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_003.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550588","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_005.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550589","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_006.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550590","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_007.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550592","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_009.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550593","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_010.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550594","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_011.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4550596","microbial feature","anaerobic sediment","sediment",NA,"IonXpress_013.R_2014_01_23_20_49_25_user_kornel13","Scenedesmus fermentation","metagenome","WGS",NA,"Hungary",46.253,20.146,"aquatic biome","mgp7591","free-living","anaerobic_sediment","terrestrial","sediment","wirth","ion torrent"
"mgm4563526","sea","sediment","sediment",NA,"FishFarm2006","FishFarmMG","metagenome","WGS",NA,"Finland",60.1638,21.24347,"aquatic biome","mgp9119","free-living","coastal_marine_sediment","marine","sediment","virta","illumina"
"mgm4563797","biofilm","water","microbial mat|biofilm",NA,"ShrimpTankFloc","ShrimpTankFloc","metagenome","WGS",NA,"USA",34,-81,"aquatic biome","mgp9153","free-living","freshwater_biofilm","freshwater","freshwater","haft","illumina"
"mgm4565980","sea","sediment","sediment",NA,"FishFarm2009","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"aquatic biome","mgp9119","free-living","coastal_marine_sediment","marine","sediment","virta","illumina"
"mgm4565982","sea","sediment","sediment",NA,"FishFarm2013a","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"aquatic biome","mgp9119","free-living","coastal_marine_sediment","marine","sediment","virta","illumina"
"mgm4565983","sea","sediment","sediment",NA,"FishFarm2013b","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"aquatic biome","mgp9119","free-living","coastal_marine_sediment","marine","sediment","virta","illumina"
"mgm4565984","sea","sediment","sediment",NA,"FishFarm2013c","FishFarmMG","metagenome","WGS",NA,"Finland",60.267726,21.407676,"aquatic biome","mgp9119","free-living","coastal_marine_sediment","marine","sediment","virta","illumina"
"mgm4568625","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-12_R1","Initial activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp9679","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4568626","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-12_R2","Initial activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp9679","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4569569","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-14_R1","Initial activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp9798","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4569570","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-14_R2","Initial activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp9798","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4569598","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-15_R1","Final activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp9801","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4569599","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-15_R2","Final activated sludge and aerobic granules DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp9801","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4571849","aerobic bioreactor","sludge","wastewater|sludge",NA,"dried_sludge_new","exploration of biodegardation genes: a metagenomics approach","metagenome","WGS",NA,"India",30.7333148,76.7794179,"aquatic biome","mgp9810","free-living","sludge","freshwater","wastewater","kumar","ion torrent"
"mgm4571867","aerobic bioreactor","sludge","wastewater|sludge",NA,"3rd_stage_sludge","exploration of biodegardation genes: a metagenomics approach","metagenome","WGS",NA,"India",30.7333148,76.7794179,"aquatic biome","mgp10022","free-living","sludge","freshwater","wastewater","kumar","ion torrent"
"mgm4572171","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-13_R1","Final activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10067","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4572172","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"140528_SND104_B_L007_GCZ-13_R2","Final activated sludge DNA","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10067","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4572368","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdes_GCZ-17_PEk51k99_contigs","Final activated sludge RNA PE k51k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10097","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4572418","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ16PEk51k99contigs","Initial activated sludge RNA PE","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10109","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4572525","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ19PEk51k99contigs","Final activated sludge and aerobic granules RNA PE","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10115","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4572669","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ19PEk17k99contigs","Final activated sludge and aerobic granules RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10141","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4573407","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ17PEk17k99contigs","Final activated sludge RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10189","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4573631","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ16PEk17k99contigs","Initial activated sludge RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10207","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4574017","aerobic bioreactor","sludge","wastewater|sludge",NA,"1st stage sludge","exploration of biodegardation genes: a metagenomics approach","metagenome","WGS",NA,"India",30.7333148,76.7794179,"aquatic biome","mgp10022","free-living","sludge","freshwater","wastewater","kumar","ion torrent"
"mgm4576679","wastewater treatment plant","waste water","wastewater|sludge",NA,"sewage_virome_direct","sewage virome","metagenome","WGS","north america","USA",42.7369792,-84.4838654,"aquatic biome","mgp3889","free-living","sludge","freshwater","wastewater","aw","illumina"
"mgm4577905","marine feature","sea water","water",NA,"092812_890m_metagenome","SPOT_890m_092012_metagenome","metagenome","WGS","north america","Pacific Ocean",33.55,-118.4,"aquatic biome","mgp10459","free-living","coastal_seawater","marine","saline_water","fuhrman","illumina"
"mgm4580158","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"SPAdesGCZ18PEk17k99biscontigs","Initial activated sludge and aerobic granules Bis RNA PE k17k99","metagenome","WGS",NA,"Switzerland",46.1983922,6.1422961,"aquatic biome","mgp10696","free-living","sludge","freshwater","wastewater","lefort","illumina"
"mgm4597413","anaerobic bioreactor","anaerobic digester sludge","wastewater|sludge",NA,"Contigs Alkaline Reactor (R2-060613-1-2)","Anaerobic alkaline reactor (Contigs)","metagenome","WGS",NA,"Germany",52.0302285,8.5324708,"aquatic biome","mgp11257","free-living","sludge","freshwater","wastewater","nolla","ion torrent"
"mgm4616918","wastewater treatment plant","water","wastewater|sludge",NA,"AOM-EET_pair_retein","anaerobic methane oxidation with extracellular electron transfer","metagenome","WGS",NA,"South Korea",36,128,"aquatic biome","mgp11575","free-living","wastewater_treatment_plant","freshwater","wastewater","lee","illumina"
"mgm4619682","animal-associated habitat","feces","host-associated",NA,"Apostichopus japonicas Selenka large","Apostichopus japonicas Selenka sea cucumber microbiome","metagenome","WGS",NA,"Japan",41.83,140.74,"aquatic biome","mgp12657","host-associated","animal_feces","terrestrial","animal_host-associated","sawabe","illumina"
"mgm4619683","animal-associated habitat","feces","host-associated",NA,"Apostichopus japonicas Selenka small","Apostichopus japonicas Selenka sea cucumber microbiome","metagenome","WGS",NA,"Japan",41.83,140.74,"aquatic biome","mgp12657","host-associated","animal_feces","terrestrial","animal_host-associated","sawabe","illumina"
"mgm4626019","marine feature","sand","sediment",NA,"DV.clean_1a","Kueisantao sediment","metagenome","WGS",NA,"China",24,106,"aquatic biome","mgp13161","free-living","coastal_marine_sediment","marine","sediment","tang","illumina"
"mgm4626020","marine feature","sand","sediment",NA,"DV.clean_2","Kueisantao sediment","metagenome","WGS",NA,"China",24,106,"aquatic biome","mgp13161","free-living","coastal_marine_sediment","marine","sediment","tang","illumina"
"mgm4644204","marine benthic feature","sea water","host-associated",NA,"Coral_08.15.11_00:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964779,-38.102778,"aquatic biome","mgp14437","free-living","coral_reef_seawater","marine","saline_water","thompson","ion torrent"
"mgm4644205","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.15.11_18:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"aquatic biome","mgp14437","free-living","coral_reef_seawater","marine","saline_water","thompson","ion torrent"
"mgm4644206","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.16.11_00:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"aquatic biome","mgp14437","free-living","coral_reef_seawater","marine","saline_water","thompson","ion torrent"
"mgm4644207","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.16.11_12:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"aquatic biome","mgp14437","free-living","coral_reef_seawater","marine","saline_water","thompson","ion torrent"
"mgm4644208","marine benthic feature","sea water","host-associated",NA,"Coral_MBL_08.16.11_06:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"aquatic biome","mgp14437","free-living","coral_reef_seawater","marine","saline_water","thompson","ion torrent"
"mgm4644209","marine benthic feature","sea water","water",NA,"Water Column_08.15.11_00:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"aquatic biome","mgp14437","free-living","coral_reef_seawater","marine","saline_water","thompson","ion torrent"
"mgm4644210","marine benthic feature","sea water","water",NA,"Water Column_08.15.11_12:00","Diel Mussismilia","metagenome","WGS",NA,"Brazil",-17.964778,-38.702778,"aquatic biome","mgp14437","free-living","coral_reef_seawater","marine","saline_water","thompson","ion torrent"
"mgm4647329","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"AMX-01-15-B","Anammox_Lab_B","metagenome","WGS",NA,"Poland",54.22,18.4,"aquatic biome","mgp14524","free-living","sewage","freshwater","wastewater","ciesielski","illumina"
"mgm4647330","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"AMX-05-13-B","Anammox_Lab_B","metagenome","WGS",NA,"Poland",54.22,18.4,"aquatic biome","mgp14524","free-living","sewage","freshwater","wastewater","ciesielski","illumina"
"mgm4647331","organic feature","anthropogenic environmental material","wastewater|sludge",NA,"AMX-07-14-B","Anammox_Lab_B","metagenome","WGS",NA,"Poland",54.23,18.41,"aquatic biome","mgp14524","free-living","sewage","freshwater","wastewater","ciesielski","illumina"
"mgm4654798","lake sediment","sediment","sediment",NA,"GL110912_S_DNA_29-31cm","GL sed","metagenome","WGS","north america","USA",43.05,-75.967,"aquatic biome","mgp14655","free-living","lake_sediment","freshwater","sediment","mccormick","illumina"
"mgm4661587","marine feature","sandy sediment","sediment",NA,"MF9_A","SharkBay_seagrass","metagenome","WGS","australia","Australia",-26.0641698,113.727032,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661588","marine feature","sandy sediment","sediment",NA,"MF9_e","SharkBay_seagrass","metagenome","WGS","australia","Australia",-26.0641698,113.727032,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661589","marine feature","sandy sediment","sediment",NA,"MF9_f","SharkBay_seagrass","metagenome","WGS","australia","Australia",-26.0641698,113.727032,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661590","marine feature","sandy sediment","sediment",NA,"MF3_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.771083,113.719717,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661591","marine feature","sandy sediment","sediment",NA,"MF3_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.771083,113.719717,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661592","marine feature","sandy sediment","sediment",NA,"MF1_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.622083,113.59095,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661593","marine feature","sandy sediment","sediment",NA,"MF5_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.8158,113.825233,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661594","marine feature","sandy sediment","sediment",NA,"MF3_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.771083,113.719717,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661595","marine feature","sandy sediment","sediment",NA,"MF1_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.622083,113.59095,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661596","marine feature","sandy sediment","sediment",NA,"MF6_A","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.857867,113.777917,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661597","marine feature","sandy sediment","sediment",NA,"MF6_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.857867,113.777917,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661598","marine feature","sandy sediment","sediment",NA,"MF7_C","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.9310374,113.7529459,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661599","marine feature","sandy sediment","sediment",NA,"MF7_B","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.9310374,113.7529459,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661600","marine feature","sandy sediment","sediment",NA,"MF1_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.622083,113.59095,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661601","marine feature","sandy sediment","sediment",NA,"MF6_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.857867,113.777917,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661602","marine feature","sandy sediment","sediment",NA,"MF7_A","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.9310374,113.7529459,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
"mgm4661603","marine feature","sandy sediment","sediment",NA,"MF5_D","SharkBay_seagrass","metagenome","WGS","australia","Australia",-25.8158,113.825233,"aquatic biome","mgp14795","free-living","coastal_marine_sediment","marine","sediment","fraser","illumina"
