"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4749366","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"A1_S1_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample A1","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80732"
"mgm4749367","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"A1_S1_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample A1","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80732"
"mgm4749858","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"B8_S16_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample B8","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80801"
"mgm4749859","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"B8_S16_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample B8","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80801"
"mgm4749860","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"C1_S17_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample C1","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80802"
"mgm4749861","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"C1_S17_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample C1","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80802"
"mgm4749862","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"C2_S18_L001_R1_001","IBK Shotgun Metagenomics Analysis Sample C2","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80803"
"mgm4749863","Bos taurus x Bison bison","microbial feature","aqueous humour","host-associated",NA,"C2_S18_L001_R2_001","IBK Shotgun Metagenomics Analysis Sample C2","metagenome","WGS",NA,"United States of America",34.3992,-118.9182,"mgp80803"
