"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4728000","polar desert biome","glacier","permafrost","soil",NA,"ML6","MetaPrac","metagenome","WGS","europe","Norway",78.54074,12.05671,"mgp21008"
"mgm4728001","polar desert biome","glacier","permafrost","soil",NA,"ML10","MetaPrac","metagenome","WGS","europe","Norway",78.53807,12.05368,"mgp21008"
"mgm4728002","polar desert biome","glacier","permafrost","soil",NA,"ML20","MetaPrac","metagenome","WGS","europe","Norway",78.54796,12.05465,"mgp21008"
