"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4460448","stream","stream","stream","microbial mat|biofilm",NA,"Diamond_fork_biofilm","Diamond Fork Biofilm2","metagenome","WGS","north_america","United States of America",40.69,-111.2,"mgp185"
