"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4453374","marine pelagic biome","marine habitat","coastal water","water",NA,"Water_JF1","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
"mgm4461444","marine pelagic biome","marine habitat","coastal water","water",NA,"Water_JF2","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
