"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4681440","tropical shrubland biome","botanical garden","anthropogenic environmental material","plant-associated",NA,"Bemiliae_S1_L001_R_001","Bemilia_paired_reads_1912","metagenome","WGS",NA,"Sri Lanka",6.916663,80.7666636,"mgp16528"
