"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4461451","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"Sponge_Ab6","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
"mgm4461452","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"Sponge_Ab5","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
"mgm4461453","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"Sponge_Ab4","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
"mgm4461454","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"Sponge_Ab3","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
"mgm4461455","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"Sponge_Ab2","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
"mgm4461456","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"Sponge_Ab1","Arenosclera_brasiliensis_metagenome","metagenome","WGS","south america","Brazil",-22.738705,-41.874604,"mgp2222"
"mgm4476434","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"DO A","Sponge metagenome","metagenome","WGS","south america","Brazil",43.6387194,-116.24135,"mgp1236"
"mgm4476436","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"DO C","Sponge metagenome","metagenome","WGS","south america","Brazil",43.6387194,-116.24135,"mgp1236"
"mgm4476439","marine sponge reef biome","organism-associated habitat","organic material","host-associated",NA,"SR A","Sponge metagenome","metagenome","WGS","south america","Brazil",43.6387194,-116.24135,"mgp1236"
