"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4550606","Freshwater biome","Anaerobic sludge blanket reactor","sewage","wastewater|sludge",NA,"combinedAssembly_LAO_04/10_25/01","Systems Biology of Lipid-accumulating-organism-enriched Communities","metagenome","WGS","europe","Luxembourg",49.513414,6.017925,"mgp7593"
