"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4662526","neritic mesopelagic zone biome","subtropical convergence front","sea water","water",NA,"processed_S8_B_S4_L001","Metagenome analysis SEM","metagenome","WGS","australia","New Zealand",-45.84373,171.53933,"mgp14849"
"mgm4662529","neritic mesopelagic zone biome","subtropical convergence front","sea water","water",NA,"processed_S8_A_S3_L001","Metagenome analysis SEM","metagenome","WGS","australia","New Zealand",-45.84373,171.53933,"mgp14849"
