"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4534778","montane desert biome","Stony desert","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF37_PERFECT","Tamarix aphylla phyllosphere metagenome","metagenome","WGS",NA,"Israel",30.871124,34.78456,"mgp5802"
"mgm4534779","montane desert biome","Stony desert","hypersaline water","plant-associated",NA,"Metagenome_Phyllosphere_OF38_PERFECT","Tamarix aphylla phyllosphere metagenome","metagenome","WGS",NA,"Israel",30.871124,34.78456,"mgp5802"
