"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","project_id"
"mgm4698609","Tropical and subtropical grasslands, savannas, and shrubland biome","soil","bulk soil","soil",NA,"P6(LAT)_R2","Evaluation of microbiota in serpentine soils for nickel biomining","metagenome","WGS","south america","Brazil",-15.10122,-49.01067,"mgp18106"
"mgm4698610","Tropical and subtropical grasslands, savannas, and shrubland biome","soil","bulk soil","soil",NA,"P5(SAP)_R2","Evaluation of microbiota in serpentine soils for nickel biomining","metagenome","WGS","south america","Brazil",-15.10861,-49.02083,"mgp18106"
"mgm4698611","Tropical and subtropical grasslands, savannas, and shrubland biome","soil","bulk soil","soil",NA,"P5(SAP)_R1","Evaluation of microbiota in serpentine soils for nickel biomining","metagenome","WGS","south america","Brazil",-15.10861,-49.02083,"mgp18106"
"mgm4698612","Tropical and subtropical grasslands, savannas, and shrubland biome","soil","bulk soil","soil",NA,"P6(LAT)_R1","Evaluation of microbiota in serpentine soils for nickel biomining","metagenome","WGS","south america","Brazil",-15.10122,-49.01067,"mgp18106"
"mgm4718365","Tropical and subtropical grasslands, savannas, and shrubland biome","livestock-associated habitat","microbial mat material","host-associated",NA,"AR-5","Metagenomic analysis of the rumen microbiome from cows with different feed types","metagenome","WGS","south america","Argentina",-31.440251,-60.940393,"mgp20001"
"mgm4718366","Tropical and subtropical grasslands, savannas, and shrubland biome","livestock-associated habitat","microbial mat material","host-associated",NA,"YR-2","Metagenomic analysis of the rumen microbiome from cows with different feed types","metagenome","WGS","south america","Argentina",-31.440251,-60.940393,"mgp20001"
"mgm4718367","Tropical and subtropical grasslands, savannas, and shrubland biome","livestock-associated habitat","microbial mat material","host-associated",NA,"AP-4","Metagenomic analysis of the rumen microbiome from cows with different feed types","metagenome","WGS","south america","Argentina",-31.440251,-60.940393,"mgp20001"
