samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4627136,forest,sediment,miscellaneous,NA,BertLag1,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.9016667,-45.2508333,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627137,forest,sediment,miscellaneous,NA,BertAvi2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.9016667,-45.2508333,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627138,forest,sediment,miscellaneous,NA,BertLag2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.9016667,-45.2508333,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627140,forest,sediment,miscellaneous,NA,BertAvi3,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.9016667,-45.2508333,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627141,forest,sediment,miscellaneous,NA,BertRhi2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.9016667,-45.2508333,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627142,forest,sediment,miscellaneous,NA,Bert.contAvi1,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627143,forest,sediment,miscellaneous,NA,Bert.contAvi4,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627144,forest,sediment,miscellaneous,NA,Bert.contRhi3,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627145,forest,sediment,miscellaneous,NA,Bert.contRhi1,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627146,forest,sediment,miscellaneous,NA,Bert.contAvi2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627147,forest,sediment,miscellaneous,NA,Bert.contLag1,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627148,forest,sediment,miscellaneous,NA,Bert.contAvi3,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627149,forest,sediment,miscellaneous,NA,Bert.contLag2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627150,forest,sediment,miscellaneous,NA,Bert.contRhi2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-23.8969444,-46.0589892,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627151,forest,sediment,miscellaneous,NA,CanAvi1,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-25.0838889,-47.9616667,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627153,forest,sediment,miscellaneous,NA,CanRhi1,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-25.0838889,-47.9616667,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627154,forest,sediment,miscellaneous,NA,CanAvi2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-25.0838889,-47.9616667,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627155,forest,sediment,miscellaneous,NA,CanLag2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-25.0838889,-47.9616667,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627156,forest,sediment,miscellaneous,NA,CanRhi2,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-25.0838889,-47.9616667,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627157,forest,sediment,miscellaneous,NA,CanAvi3,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-25.0838889,-47.9616667,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
mgm4627158,forest,sediment,miscellaneous,NA,CanLag3,Mangrove Litter Decomposition_Metagenome,metagenome,WGS,NA,Brazil,-25.0838889,-47.9616667,Mangrove biome,mgp13300,free-living,mangrove_sediment,marine,sediment
