"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4450891","coastal water body","coastal water","water",NA,"Sulfidic Event in Peruvian OMZ Metagenome 40m","Peru OMZ - Meteor Cruise M77/3","metagenome","WGS","south america","Pacific Ocean",-12.37444,-77,"neritic epipelagic zone biome","mgp6556","free-living","coastal_seawater","marine","saline_water"
"mgm4450892","coastal water body","coastal water","water",NA,"Sulfidic Event in Peruvian OMZ Metagenome 20m","Peru OMZ - Meteor Cruise M77/3","metagenome","WGS","south america","Pacific Ocean",-12.37444,-77,"neritic epipelagic zone biome","mgp6556","free-living","coastal_seawater","marine","saline_water"
"mgm4460676","coastal water body","coastal water","water",NA,"Sulfidic Event in Peruvian OMZ Metagenome 80m","Peru OMZ - Meteor Cruise M77/3","metagenome","WGS","south america","Pacific Ocean",-12.37444,-77,"neritic epipelagic zone biome","mgp6556","free-living","coastal_seawater","marine","saline_water"
"mgm4460677","coastal water body","coastal water","water",NA,"Sulfidic Event in Peruvian OMZ Metagenome 05m","Peru OMZ - Meteor Cruise M77/3","metagenome","WGS","south america","Pacific Ocean",-12.37444,-77,"neritic epipelagic zone biome","mgp6556","free-living","coastal_seawater","marine","saline_water"
"mgm4460736","coastal water body","coastal water","water",NA,"Sulfidic Event in Peruvian OMZ Metagenome 50m","Peru OMZ - Meteor Cruise M77/3","metagenome","WGS","south america","Pacific Ocean",-12.37444,-77,"neritic epipelagic zone biome","mgp6556","free-living","coastal_seawater","marine","saline_water"
"mgm4461588","coastal water body","coastal water","water",NA,"Sulfidic Event in Peruvian OMZ Metagenome 60m","Peru OMZ - Meteor Cruise M77/3","metagenome","WGS","south america","Pacific Ocean",-12.37444,-77,"neritic epipelagic zone biome","mgp6556","free-living","coastal_seawater","marine","saline_water"
"mgm4709843","ocean current","water","water",NA,"PnB_0514_4S_mg_R1","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709844","ocean current","water","water",NA,"PnB_0212_4S_mg_R2","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709845","ocean current","water","water",NA,"PnB_0312_4S_mg_R2","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709846","ocean current","water","water",NA,"PnB_0312_4S_mg_R1","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709847","ocean current","water","water",NA,"PnB_0712_4S_mg_R2","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709848","ocean current","water","water",NA,"PnB_0512_4_75_mg_R2","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709850","ocean current","water","water",NA,"PnB_1012_4S_mg_R1","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709851","ocean current","water","water",NA,"PnB_0312_4_75_mg_R1","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
"mgm4709852","ocean current","water","water",NA,"PnB_0512_4S_mg_R1","Santa Barbara Channel metagenomes July 2016","metagenome","WGS",NA,"USA",34.2501,-119.9063,"neritic epipelagic zone biome","mgp19164","free-living","oceanic_seawater","marine","saline_water"
