"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4554763","Pasture","Soil","soil",NA,"C1_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554764","Pasture","Soil","soil",NA,"C2_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554765","Pasture","Soil","soil",NA,"C5_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554766","Pasture","Soil","soil",NA,"S1_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554767","Pasture","Soil","soil",NA,"S2_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554768","Pasture","Soil","soil",NA,"S5_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554769","Pasture","Soil","soil",NA,"T1_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554770","Pasture","Soil","soil",NA,"T2_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4554771","Pasture","Soil","soil",NA,"T5_mergedAndTrimmedFwd","Flooding lab experiment","metagenome","WGS","europe","UK",51.04477,-2.111945,"temperate grassland biome","mgp7792","free-living","pasture_soil","terrestrial","soil"
"mgm4633076","agricultural field","soil","soil",NA,"A10_GATCAG_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633077","agricultural field","soil","soil",NA,"A11_TAGCTT_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633078","agricultural field","soil","soil",NA,"A12_GGCTAC_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633079","agricultural field","soil","soil",NA,"A1_CGATGT_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633080","agricultural field","soil","soil",NA,"A2_TGACCA_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633082","agricultural field","soil","soil",NA,"A4_GCCAAT_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633083","agricultural field","soil","soil",NA,"A5_CAGATC_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633084","agricultural field","soil","soil",NA,"A6_CTTGTA_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633085","agricultural field","soil","soil",NA,"A7_ATCACG_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633086","agricultural field","soil","soil",NA,"A8_TTAGGC_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633087","agricultural field","soil","soil",NA,"A9_ACTTGA_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633088","agricultural field","soil","soil",NA,"B10_GAGTGG_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633089","agricultural field","soil","soil",NA,"B11_ACTGAT_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633090","agricultural field","soil","soil",NA,"B12_ATTCCT_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633092","agricultural field","soil","soil",NA,"B2_AGTTCC_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633093","agricultural field","soil","soil",NA,"B3_ATGTCA_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633094","agricultural field","soil","soil",NA,"B4_CCGTCC_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633095","agricultural field","soil","soil",NA,"B5_GTCCGC_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633096","agricultural field","soil","soil",NA,"B6_GTGAAA_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633097","agricultural field","soil","soil",NA,"B7_GTGGCC_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633098","agricultural field","soil","soil",NA,"B8_GTTTCG_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633099","agricultural field","soil","soil",NA,"B9_CGTACG_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633100","agricultural field","soil","soil",NA,"H10_CCGTCC_L008_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633101","agricultural field","soil","soil",NA,"H11_GTCCGC_L008_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633102","agricultural field","soil","soil",NA,"H12_GTGAAA_L008_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633103","agricultural field","soil","soil",NA,"H13_ATGTCA_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633104","agricultural field","soil","soil",NA,"H16_TAGCTT_L003_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633105","agricultural field","soil","soil",NA,"H17_AGTTCC_L005_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633106","agricultural field","soil","soil",NA,"H18_GTGGCC_L005_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633107","agricultural field","soil","soil",NA,"H19_GTTTCG_L005_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633108","agricultural field","soil","soil",NA,"H1_CGATGT_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633109","agricultural field","soil","soil",NA,"H20_CGTACG_L005_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633110","agricultural field","soil","soil",NA,"H2_TGACCA_L003_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633111","agricultural field","soil","soil",NA,"H30_GAGTGG_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633112","agricultural field","soil","soil",NA,"H34_ACTGAT_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633113","agricultural field","soil","soil",NA,"H35_ATTCCT_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633114","agricultural field","soil","soil",NA,"H39_CGATGT_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633115","agricultural field","soil","soil",NA,"H3_ACAGTG_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633116","agricultural field","soil","soil",NA,"H41_TGACCA_L001_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633117","agricultural field","soil","soil",NA,"H43_ACAGTG_L001_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633118","agricultural field","soil","soil",NA,"H5_CAGATC_L006_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633119","agricultural field","soil","soil",NA,"H6_CTTGTA_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633120","agricultural field","soil","soil",NA,"H7_AGTCAA_L003_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633121","agricultural field","soil","soil",NA,"H8_AGTTCC_L007_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633122","agricultural field","soil","soil",NA,"H9_ATCACG_L008_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633188","agricultural field","soil","soil",NA,"H15_GATCAG_L003_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4633189","agricultural field","soil","soil",NA,"H59_CAGATC_L001_001","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4635901","agricultural field","soil","soil",NA,"COBS_assembly_round1","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4635902","agricultural field","soil","soil",NA,"COBS_assembly_round2","DOE_COBS","metagenome","WGS","north america","USA",42.01375,-93.783837,"temperate grassland biome","mgp13620","free-living","agricultural_soil","terrestrial","soil"
"mgm4637810","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_001.21.Mineral.xx_xx.20140715.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.851012,-104.701302,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637811","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_001.SE.Mineral.20_7.20140116.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.85089,-104.7013,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637812","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_001.XX.Mineral.xx_xx.20130701.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.851012,-104.701302,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637814","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_001.XX.Mineral.xx_xx.20140116.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.851012,-104.701302,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637815","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_001.xx.Mineral.xx_xx.20140415.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.851012,-104.701302,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637816","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_002.NW.Mineral.14_37.20140117.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81109,-104.72932,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637817","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_002.XX.Mineral.xx_xx.20130701.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.810934,-104.729248,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637818","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_002.XX.Mineral.xx_xx.20131024.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.810934,-104.729248,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637819","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_002.XX.Mineral.xx_xx.20140117.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.810934,-104.729248,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637820","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_002.xx.Mineral.xx_xx.20140415.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.810934,-104.729248,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637821","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_003.23.Mineral.35_15.20140415.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81841,-104.70699,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637822","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_003.NW.Mineral.7_21.20140116.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81846,-104.70732,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637823","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_003.XX.Mineral.xx_xx.20130701.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.818451,-104.707164,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637824","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_003.XX.Mineral.xx_xx.20140116.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.818451,-104.707164,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637825","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_003.xx.Mineral.xx_xx.20140415.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.818451,-104.707164,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637826","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_003.xx.Mineral.xx_xx.20140716.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.818451,-104.707164,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637827","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_004.SW.Mineral.10_5.20140117.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81262,-104.69699,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637828","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_004.XX.Mineral.xx_xx.20130701.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81275,-104.696873,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637829","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_004.XX.Mineral.xx_xx.20140117.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81275,-104.696873,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637830","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_004.xx.Mineral.xx_xx.20140415.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81275,-104.696873,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637831","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_004.xx.Mineral.xx_xx.20140715.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81275,-104.696873,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
