"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4637832","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_046.23.Mineral.31_3.20140416.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81714,-104.74697,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637833","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER_046.xx.Mineral.xx_xx.20140716.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.817297,-104.747096,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4637857","area of cropland","surface soil","soil","soil","STER_001.SE.Mineral.22_2.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.46377,-103.03531,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637858","area of cropland","surface soil","soil","soil","STER_001.XX.Mineral.xx_xx.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.463935,-103.035332,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637859","area of cropland","surface soil","soil","soil","STER_003.NE.Mineral.38_30_20131217.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.46533,-103.0319,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637860","area of cropland","surface soil","soil","soil","STER_003.SE.Mineral.38_5.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.4651,-103.03191,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637861","area of cropland","surface soil","soil","soil","STER_003.XX.Mineral.xx_xx.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.465241,-103.032116,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637862","area of cropland","surface soil","soil","soil","STER_003.XX.Mineral.xx_xx_20131217.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.465241,-103.032116,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637863","area of cropland","surface soil","soil","soil","STER_004.NW.Mineral.7_21_20131217.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.4631,-103.03305,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637864","area of cropland","surface soil","soil","soil","STER_004.SW.Mineral.3_10.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.463,-103.0331,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637865","area of cropland","surface soil","soil","soil","STER_004.XX.Mineral.xx_xx.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.463088,-103.032899,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637866","area of cropland","surface soil","soil","soil","STER_004.XX.Mineral.xx_xx_20131217.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.463088,-103.032899,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637867","area of cropland","surface soil","soil","soil","STER_005.NW.Mineral.5_35.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.4608,-103.0335,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4637868","area of cropland","surface soil","soil","soil","STER_005.XX.Mineral.xx_xx.20130627.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.460659,-103.033324,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664855","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","WOOD.002.xx.M.xx.x.20140925.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",47.136134,-99.232896,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664858","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER.001.NE.Mineral.38.38.20131024.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.85117,-104.70109,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664866","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER.002.SE.Mineral.38.8.20131024.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81083,-104.72904,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664872","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","WOOD.003.xx.M.xx.x.20140702.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",47.118581,-99.239944,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664875","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","WOOD.003.xx.M.xx.x.20140925.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",47.118581,-99.239944,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664878","area of cropland","surface soil","soil","soil","STER.005.xx.Mineral.x.x.20140618.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.460659,-103.033324,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664880","area of cropland","surface soil","soil","soil","STER.006.xx.Mineral.x.x.20140618.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.463935,-103.035332,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664883","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","WOOD.001.xx.M.xx.x.20140702.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",47.128258,-99.257768,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664885","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","WOOD.001.xx.M.xx.x.20140925.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",47.128258,-99.257768,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664890","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER.004.NW.Mineral.5.35.20130701.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.81289,-104.69705,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664891","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER.002.SE.Mineral.36.5.20130701.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.8108,-104.72906,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664898","area of cropland","surface soil","soil","soil","STER.026.xx.Mineral.x.x.20140618.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.474713,-103.0243,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664899","area of cropland","surface soil","soil","soil","STER.003.xx.Mineral.x.x.20140325.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.465241,-103.032116,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664901","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","CPER.001.NE.Mineral.25.38.20130701.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.85117,-104.70124,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664904","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","WOOD.003.xx.M.xx.x.20140507.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",47.118581,-99.239944,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664917","area of gramanoid or herbaceous vegetation","surface soil","soil","soil","WOOD.002.xx.M.xx.x.20140507.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",47.136134,-99.232896,"temperate grassland biome","mgp13948","free-living","grassland","terrestrial","soil"
"mgm4664921","area of cropland","surface soil","soil","soil","STER.004.xx.Mineral.x.x.20140325.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.463088,-103.032899,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664924","area of cropland","surface soil","soil","soil","STER.005.xx.Mineral.x.x.20140325.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.460659,-103.033324,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664927","area of cropland","surface soil","soil","soil","STER.006.xx.Mineral.x.x.20140325.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.463935,-103.035332,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
"mgm4664931","area of cropland","surface soil","soil","soil","STER.018.xx.Mineral.x.x.20140618.join","NEON Soil Metagenomes","metagenome","WGS",NA,"USA",40.465261,-103.0346,"temperate grassland biome","mgp13948","free-living","agricultural_soil","terrestrial","soil"
