"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4566627","ocean","water","water",NA,"Arc_0.02_enrichment","Archaeal enrichment metagenome","metagenome","WGS",NA,"Pacific Ocean",35.461,-124.111,"ocean","mgp9515","free-living","oceanic_seawater","marine","saline_water"
"mgm4583829","channel","coastal water","water",NA,"CAT_Jul_12_paired","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.448568,-118.48692,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4583830","channel","coastal water","water",NA,"POLA_Jan_13_paired","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.7215001,-118.243891,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4583831","channel","coastal water","water",NA,"POLA_Jul_12_paired","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.7215001,-118.243891,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4583832","channel","coastal water","water",NA,"SPOT_Jul_12_paired","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.55,-118.4,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4612517","channel","coastal water","water",NA,"CAT_Oct_12_merged","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.448568,-118.48692,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4613010","channel","coastal water","water",NA,"SPOT_Apr_13_paired","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.55,-118.4,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4613011","channel","coastal water","water",NA,"SPOT_Jan_13_paired","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.55,-118.4,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4613012","channel","coastal water","water",NA,"SPOT_Oct_12_paired","DOBD quarterly MGs","metagenome","WGS","north america","USA",33.55,-118.4,"ocean","mgp10988","free-living","coastal_seawater","marine","saline_water"
"mgm4629609","coastal water body","sea water","host-associated",NA,"14-230-4-P230_S75_L008_R1_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629610","coastal water body","sea water","host-associated",NA,"14-230-4-P230_S75_L008_R2_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629611","coastal water body","sea water","host-associated",NA,"14-231-4-P231_S76_L008_R1_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629612","coastal water body","sea water","host-associated",NA,"14-231-4-P231_S76_L008_R2_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629613","coastal water body","sea water","host-associated",NA,"14-232-4-P232_S77_L008_R1_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629614","coastal water body","sea water","host-associated",NA,"14-232-4-P232_S77_L008_R2_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629615","coastal water body","sea water","host-associated",NA,"14-233-4-P233_S78_L008_R1_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629616","coastal water body","sea water","host-associated",NA,"14-233-4-P233_S78_L008_R2_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_seawater","marine","saline_water"
"mgm4629617","coastal water body","sea water","sediment",NA,"ment-01-SD01_S69_L008_R1_001","021215RCmetagenomes","metagenome","WGS",NA,"Portugal",37.069333,-8.331139,"ocean","mgp13419","free-living","coastal_marine_sediment","marine","sediment"
