"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4775061","coral reef","environmental material","host-associated",NA,"CFRL_R","Cinachyrella sp metagenome","metagenome","WGS",NA,"United States of America",26.0112,-80.1495,"porifera","mgp83374","host-associated","sponge","campbell","illumina","marine","animal_host-associated"
"mgm4775062","coral reef","environmental material","host-associated",NA,"CRL_R","Cinachyrella sp metagenome","metagenome","WGS",NA,"United States of America",26.0112,-80.1495,"porifera","mgp83374","host-associated","sponge","campbell","illumina","marine","animal_host-associated"
