"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4742241","environmental zone","liquid environmental material","water",NA,"2_113_S4_L001_R1_001","W113 R1","metagenome","WGS",NA,"USA",29.4241,-98.4936,"aquatic environment","mgp80124","free-living","sludge","cupples","illumina","freshwater","wastewater"
