"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","PI_lastname","seq_meth"
"mgm4477749","agricultural soil","rhizosphere","soil",NA,"2LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4477751","agricultural soil","rhizosphere","soil",NA,"1LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4477755","agricultural soil","rhizosphere","soil",NA,"3LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4477757","agricultural soil","bulk soil","soil",NA,"4LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4477789","agricultural soil","bulk soil","soil",NA,"5LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4477790","agricultural soil","bulk soil","soil",NA,"6LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4477807","slope","bulk soil","soil",NA,"PE6_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",-12.633,-71.233,"Tropical and subtropical moist broadleaf forest biome","mgp2997","free-living","forest_soil","terrestrial","soil","fierer","illumina"
"mgm4477875","slope","bulk soil","soil",NA,"AR3_r1","cross-site soil metagen","metagenome","WGS",NA,"USA",-26.733,-54.683,"Tropical and subtropical moist broadleaf forest biome","mgp2997","free-living","forest_soil","terrestrial","soil","fierer","illumina"
"mgm4478030","agricultural soil","rhizosphere","soil",NA,"7LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478037","agricultural soil","rhizosphere","soil",NA,"8LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478038","agricultural soil","bulk soil","soil",NA,"10LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478222","agricultural soil","bulk soil","soil",NA,"11LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478283","agricultural soil","bulk soil","soil",NA,"12LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478290","agricultural soil","rhizosphere","soil",NA,"13LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478291","agricultural soil","rhizosphere","soil",NA,"15LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478292","agricultural soil","rhizosphere","soil",NA,"14LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478294","agricultural soil","bulk soil","soil",NA,"16LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478934","agricultural soil","rhizosphere","soil",NA,"9LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478936","agricultural soil","bulk soil","soil",NA,"17LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478937","agricultural soil","bulk soil","soil",NA,"18LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478938","agricultural soil","rhizosphere","soil",NA,"19LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.6832502,-55.8357663,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478939","agricultural soil","rhizosphere","soil",NA,"20LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
"mgm4478940","agricultural soil","bulk soil","soil",NA,"22LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478941","agricultural soil","bulk soil","soil",NA,"23LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4478943","agricultural soil","bulk soil","soil",NA,"24LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","free-living","agricultural_soil","terrestrial","soil","mendes","454"
"mgm4479311","agricultural soil","rhizosphere","soil",NA,"21LM","Soybean Rhizosphere from Amazon Soils","metagenome","WGS",NA,"Brazil",-11.7412664,-56.2533385,"Tropical and subtropical moist broadleaf forest biome","mgp7774","host-associated","rhizosphere","terrestrial","plant-associated","mendes","454"
