"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4644368","coastal water body","terrigenous sediment","sediment",NA,"YBS.assembled","YBS","metagenome","WGS",NA,"Taiwan",24.83471,121.96168,"marine hydrothermal vent","mgp14430","free-living","hydrothermal_vent","marine","saline_water"
"mgm4644369","coastal water body","terrigenous sediment","sediment",NA,"YPS.assembled","YPS","metagenome","WGS",NA,"Taiwan",24.83499,121.96207,"marine hydrothermal vent","mgp14449","free-living","hydrothermal_vent","marine","saline_water"
"mgm4644370","coastal water body","terrigenous sediment","sediment",NA,"Y.assembled","Y","metagenome","WGS",NA,"Taiwan",24.83499,121.96207,"marine hydrothermal vent","mgp14450","free-living","hydrothermal_vent","marine","saline_water"
"mgm4667949","coastal water body","sea water","water",NA,"1","Y13","metagenome","WGS",NA,"Taiwan",24.83499,121.96207,"marine hydrothermal vent","mgp15361","free-living","hydrothermal_vent","marine","saline_water"
"mgm4668298","coastal water body","sea water","water",NA,"W13","W1-3","metagenome","WGS",NA,"Taiwan",24.83414,121.96191,"marine hydrothermal vent","mgp15393","free-living","hydrothermal_vent","marine","saline_water"
"mgm4668300","coastal water body","sea water","water",NA,"Y15","Y1-5","metagenome","WGS",NA,"Taiwan",24.83499,121.96207,"marine hydrothermal vent","mgp15395","free-living","hydrothermal_vent","marine","saline_water"
"mgm4668301","coastal water body","sea water","water",NA,"Y14","Y1-4","metagenome","WGS",NA,"Taiwan",24.83499,121.96207,"marine hydrothermal vent","mgp15396","free-living","hydrothermal_vent","marine","saline_water"
"mgm4668302","coastal water body","sea water","water",NA,"Y13","Y1-3","metagenome","WGS",NA,"China",24.83499,121.96207,"marine hydrothermal vent","mgp15397","free-living","hydrothermal_vent","marine","saline_water"
"mgm4668303","coastal water body","sea water","water",NA,"W16","W1-6","metagenome","WGS",NA,"Taiwan",24.83414,121.96191,"marine hydrothermal vent","mgp15398","free-living","hydrothermal_vent","marine","saline_water"
"mgm4668304","coastal water body","sea water","water",NA,"W15","W1-5","metagenome","WGS",NA,"Taiwan",24.83414,121.96191,"marine hydrothermal vent","mgp15399","free-living","hydrothermal_vent","marine","saline_water"
"mgm4668305","coastal water body","sea water","water",NA,"W19","w1-9","metagenome","WGS",NA,"Taiwan",24.83442,121.96201,"marine hydrothermal vent","mgp15400","free-living","hydrothermal_vent","marine","saline_water"
