"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","PI_lastname","seq_meth"
"mgm4454167","intertidal zone","biofilm material","microbial mat|biofilm",NA,"Green Berry Assembly","Green Berry Assembly","metagenome","WGS","north america","USA",41.575836,-70.639233,"marine salt marsh biome","mgp31391","free-living","saline_water_biofilm","marine","saline_water","wilbanks","454"
"mgm4454183","intertidal zone","biofilm material","microbial mat|biofilm",NA,"Green Berry 454 Reads","Green_berry_reads","metagenome","WGS","north america","USA",41.575836,-70.639233,"marine salt marsh biome","mgp31404","free-living","saline_water_biofilm","marine","saline_water","wilbanks","454"
"mgm4519600","saline marsh","intertidal sediment","sediment",NA,"G2_1_2_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.691161,-70.821284,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519606","saline marsh","intertidal sediment","sediment",NA,"G2_3_3_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.691161,-70.821284,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519612","saline marsh","intertidal sediment","sediment",NA,"G4_1_2_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6909833333333,-70.8180166666666,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519616","saline marsh","intertidal sediment","sediment",NA,"G4_2_3_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6909833333333,-70.8180166666666,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519620","saline marsh","intertidal sediment","sediment",NA,"G4_3_1_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6909833333333,-70.8180166666666,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519628","saline marsh","intertidal sediment","sediment",NA,"R2_1_1_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.707,-70.8622666666666,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519638","saline marsh","intertidal sediment","sediment",NA,"R3_1_3_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7110666666666,-70.864,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519644","saline marsh","intertidal sediment","sediment",NA,"R3_2_1_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7110666666666,-70.864,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519648","saline marsh","intertidal sediment","sediment",NA,"R3_3_3_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7110666666666,-70.864,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519652","saline marsh","intertidal sediment","sediment",NA,"R4_1_3_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7252,-70.8549833333333,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519654","saline marsh","intertidal sediment","sediment",NA,"R4_2_3A_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7252,-70.8549833333333,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4519660","saline marsh","intertidal sediment","sediment",NA,"R4_3_3_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.7252,-70.8549833333333,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520021","saline marsh","intertidal sediment","sediment",NA,"G1_1_3_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6915916666667,-70.8213805555555,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520022","saline marsh","intertidal sediment","sediment",NA,"G1_2_4_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6915916666667,-70.8213805555555,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520024","saline marsh","intertidal sediment","sediment",NA,"G1_3_4rep_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6915916666667,-70.8213805555555,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520025","saline marsh","intertidal sediment","sediment",NA,"G3_1_2_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6912333333333,-70.8199305555556,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520026","saline marsh","intertidal sediment","sediment",NA,"G3_2_1_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6912333333333,-70.8199305555556,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520027","saline marsh","intertidal sediment","sediment",NA,"G3_3_2_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6912333333333,-70.8199305555556,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520028","saline marsh","intertidal sediment","sediment",NA,"G5_1_2_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6914,-70.81375,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520029","saline marsh","intertidal sediment","sediment",NA,"G5_2_4_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6914,-70.81375,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
"mgm4520030","saline marsh","intertidal sediment","sediment",NA,"G5_3_4_merged_remove","IGERT Reverse Ecology 2011-2013","metagenome","WGS","north america","USA",42.6914,-70.81375,"marine salt marsh biome","mgp2275","free-living","saline_marsh_sediment","marine","sediment","makrides","illumina"
