samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4698156,coral reef,mucus,water,NA,D8.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698157,coral reef,mucus,water,NA,D7_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698158,coral reef,mucus,water,NA,D16.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698159,coral reef,mucus,water,NA,D14_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698162,coral reef,mucus,water,NA,D1_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698163,coral reef,mucus,water,NA,D5.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698164,coral reef,mucus,water,NA,C7_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698165,coral reef,mucus,water,NA,D16_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698166,coral reef,mucus,water,NA,C2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698167,coral reef,mucus,water,NA,C15.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698168,coral reef,mucus,water,NA,C8_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698169,coral reef,mucus,water,NA,C9_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698170,coral reef,mucus,water,NA,D10_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698172,coral reef,mucus,water,NA,D9.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698175,coral reef,mucus,water,NA,C16_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698176,coral reef,mucus,water,NA,D12.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698178,coral reef,mucus,water,NA,D8_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698179,coral reef,mucus,water,NA,D12.3_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698181,coral reef,mucus,water,NA,D11_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698182,coral reef,mucus,water,NA,C1_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698183,coral reef,mucus,water,NA,D13.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698184,coral reef,mucus,water,NA,C12_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698185,coral reef,mucus,water,NA,D9_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698186,coral reef,mucus,water,NA,C3_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698187,coral reef,mucus,water,NA,D4_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698188,coral reef,mucus,water,NA,C14_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698189,coral reef,mucus,water,NA,C13.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698190,coral reef,mucus,water,NA,C6_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698191,coral reef,mucus,water,NA,C2.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
