samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4562962,neritic zone,coastal water,water,NA,ECtrl_Bur_Rasa,Abrolhos_Viromes,metagenome,WGS,NA,Brazil,-17.9,-39,marine coral reef biome,mgp9023,free-living,coral_reef_seawater,marine,saline_water
mgm4562963,neritic zone,coastal water,water,NA,EFarol2011,Abrolhos_Viromes,metagenome,WGS,NA,Brazil,-17.9,-39,marine coral reef biome,mgp9023,free-living,coral_reef_seawater,marine,saline_water
mgm4562964,neritic zone,coastal water,water,NA,ESG2011,Abrolhos_Viromes,metagenome,WGS,NA,Brazil,-17.9,-39,marine coral reef biome,mgp9023,free-living,coral_reef_seawater,marine,saline_water
mgm4562965,neritic zone,coastal water,water,NA,ESt_Barb2011a,Abrolhos_Viromes,metagenome,WGS,NA,Brazil,-17.9,-39,marine coral reef biome,mgp9023,free-living,coral_reef_seawater,marine,saline_water
mgm4562966,neritic zone,coastal water,water,NA,ETimbebas2012,Abrolhos_Viromes,metagenome,WGS,NA,Brazil,-17.9,-39,marine coral reef biome,mgp9023,free-living,coral_reef_seawater,marine,saline_water
mgm4653307,animal-associated habitat,mucus,host-associated,NA,AndamanCoral_AN-1,"Metagenomic analysis of the microbial community associated with the coral Fungia echinata from Andaman Sea, India",metagenome,WGS,NA,India,11.998,92.96,marine coral reef biome,mgp14567,host-associated,coral,marine,animal_host-associated
mgm4698148,coral reef,mucus,water,NA,C7.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698149,coral reef,mucus,water,NA,D6_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698150,coral reef,mucus,water,NA,D5_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698151,coral reef,mucus,water,NA,C13_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698152,coral reef,mucus,water,NA,D2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698153,coral reef,mucus,water,NA,C1.2_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698154,coral reef,mucus,water,NA,C11_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
mgm4698155,coral reef,mucus,water,NA,C15_R,Dark Spot Syndrome,metagenome,WGS,north america,USA,24.9943,-80.4065,marine coral reef biome,mgp18043,host-associated,coral,marine,animal_host-associated
