"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4599954","rhizosphere","mountain forest soil","soil",NA,"Not_intervened_by_agricultural_processes","Compartmentalized metabolic network reconstruction of microbial communities to determine the effect of agricultural intervention on soils","metagenome","WGS","south america","Colombia",4.7315422,-75.7345944444444,"cold environment","mgp11297","free-living","rhizosphere","terrestrial","soil"
