"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4445728","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub1Day1","Saliva Virome","metagenome","WGS","north_america","United States of America",14,-14,"human-associated habitat","mgp476","host-associated","saliva","terrestrial","human_host-associated"
"mgm4445729","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub1Day30","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp475","host-associated","saliva","terrestrial","human_host-associated"
"mgm4445730","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub1Day90","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp463","host-associated","saliva","terrestrial","human_host-associated"
"mgm4445731","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub2Day1","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp474","host-associated","saliva","terrestrial","human_host-associated"
"mgm4445734","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub2Day90","Saliva Virome","metagenome","WGS","north_america","United States of America",15,-15,"human-associated habitat","mgp577","host-associated","saliva","terrestrial","human_host-associated"
"mgm4445735","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub5Day1","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp485","host-associated","saliva","terrestrial","human_host-associated"
"mgm4445736","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub3Day30","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp486","host-associated","saliva","terrestrial","human_host-associated"
"mgm4445737","human-associated habitat","human-associated habitat","human-associated",NA,"PhagesSub3Day90","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp578","host-associated","saliva","terrestrial","human_host-associated"
"mgm4446075","human-associated habitat","human-associated habitat","human-associated",NA,"NewPhagesSub2Day30","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp484","host-associated","saliva","terrestrial","human_host-associated"
"mgm4446120","human-associated habitat","human-associated habitat","human-associated",NA,"5-1","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp483","host-associated","saliva","terrestrial","human_host-associated"
"mgm4446121","human-associated habitat","human-associated habitat","human-associated",NA,"5-10","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp482","host-associated","saliva","terrestrial","human_host-associated"
"mgm4446122","human-associated habitat","human-associated habitat","human-associated",NA,"5-13","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp481","host-associated","saliva","terrestrial","human_host-associated"
"mgm4446124","human-associated habitat","human-associated habitat","human-associated",NA,"6-1","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp479","host-associated","saliva","terrestrial","human_host-associated"
"mgm4446125","human-associated habitat","human-associated habitat","human-associated",NA,"6-10","Saliva Virome","metagenome","WGS","north_america","United States of America",32.9,-117.2,"human-associated habitat","mgp478","host-associated","saliva","terrestrial","human_host-associated"
"mgm4446126","human-associated habitat","human-associated habitat","human-associated",NA,"6-13","Saliva Virome","metagenome","WGS","north_america","United States of America",14,-14,"human-associated habitat","mgp477","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447101","human-associated habitat","human-associated habitat","human-oral","human oral","CA1_02P","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447102","human-associated habitat","human-associated habitat","human-oral","human oral","NOCA_03P","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447103","human-associated habitat","human-associated habitat","human-oral","human oral","CA1_01P","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447192","human-associated habitat","human-associated habitat","human-oral","human oral","NOCA_01P","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447903","human-associated habitat","human-associated habitat","human-oral","human oral","CA_06P","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447943","human-associated habitat","human-associated habitat","human-oral","human oral","CA_04P","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447970","human-associated habitat","human-associated habitat","human-oral","human oral","CA_05_4.6","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
"mgm4447971","human-associated habitat","human-associated habitat","human-oral","human oral","CA_06_1.6","The oral metagenome in health and disease","metagenome","WGS","europe","Spain",39.481448,0.353066,"human-associated habitat","mgp128","host-associated","saliva","terrestrial","human_host-associated"
