"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4626208","lake","microbial mat material","microbial mat|biofilm",NA,"scaffold.cov","Socompa metagenome","metagenome","WGS",NA,"Argentina",-24.536133,-68.21025,"Xeric basin biome","mgp13192","free-living","lake","freshwater","freshwater"
