samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,PI_lastname,seq_meth
mgm4441092,sludge,sludge,NA,NA,Australian Phosphorus Removing (EBPR) Sludge,Phosphorus Removing (EBPR) Sludge Community,metagenome,WGS,australia,Australia,-27.467,153.01667,sludge,mgp43,free-living,sludge,freshwater,wastewater,delong,sanger
mgm4441093,sludge,sludge,NA,NA,US Phosphorus Removing (EBPR) Sludge,Phosphorus Removing (EBPR) Sludge Community,metagenome,WGS,na,United States of America,43.0667,-89.4,sludge,mgp43,free-living,sludge,freshwater,wastewater,delong,sanger
