"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","PI_lastname","seq_meth"
"mgm4732621","rhizosphere","soil","soil",NA,"All_qDNA1_2.filtered","Enriched_Iron_Ore_metagenome1","metagenome","WGS",NA,"Iran",35.743168,53.581696,"anthropogenic environment","mgp21493","host-associated","rhizosphere","terrestrial","plant_host-associated","yakhchali","illumina"
"mgm4732622","rhizosphere","soil","soil",NA,"All_qDNA1_1.filtered","Enriched_Iron_Ore_metagenome1","metagenome","WGS",NA,"Iran",35.743168,53.581696,"anthropogenic environment","mgp21493","host-associated","rhizosphere","terrestrial","plant_host-associated","yakhchali","illumina"
"mgm4754246","urban biome","sediment","sediment","metagenome","2015_Misc_AC_Wshd_Sweepings_01_S14_R","Antelope_Creek_Watershed_Metagenome","metagenome","WGS",NA,"USA",40.78095,-96.658531,"anthropogenic environment","mgp80013","free-living","street_sweepings","terrestrial","sediment","dvorak","illumina"
"mgm4754247","urban biome","sediment","sediment","metagenome","2015_Misc_AC_Wshd_Sweepings_02_S15_R","Antelope_Creek_Watershed_Metagenome","metagenome","WGS",NA,"USA",40.802584,-96.696676,"anthropogenic environment","mgp80013","free-living","street_sweepings","terrestrial","sediment","dvorak","illumina"
"mgm4754248","sewage plant","waste water","wastewater|sludge","metagenome","2015_Scat_Theresa_St_Sewage_01_S21_R","Antelope_Creek_Watershed_Metagenome","metagenome","WGS",NA,"USA",40.838482,-96.687679,"anthropogenic environment","mgp80013","free-living","sewage","freshwater","wastewater","dvorak","illumina"
"mgm4754406","sewage plant","waste water","wastewater|sludge","metagenome","2015_Scat_Theresa_St_Sewage_02_S22_R","Antelope_Creek_Watershed_Metagenome","metagenome","WGS",NA,"USA",40.838482,-96.687679,"anthropogenic environment","mgp80013","free-living","sewage","freshwater","wastewater","dvorak","illumina"
"mgm4778843","rhizosphere","soil","soil","mgm4778843.3","Flash_All_qDNA1.extendedFrags","Enriched_Iron_Ore_metagenome","metagenome","WGS",NA,"Iran",35.743168,53.581696,"anthropogenic environment","mgp83855","host-associated","rhizosphere","terrestrial","plant_host-associated","yakhchali","illumina"
