"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem","PI_lastname","seq_meth"
"mgm4531602","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_C2","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531603","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_C4","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531604","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_D1","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531605","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_D2","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531895","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E1","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531896","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E2","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531897","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E3","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531898","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E4","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531922","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F3","UTM waste water treatment plant project F","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5474","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531923","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F4","UTM waste water treatment plant project F","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5474","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531924","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F1","UTM waste water treatment plant project F","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5474","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4531925","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F2","UTM waste water treatment plant project F","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5474","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4536624","human-associated habitat","biological product","human-gut",NA,"HuFD","HuFD","metagenome","WGS",NA,"Japan",35.490139,139.683694,"anthropogenic terrestrial biome","mgp4720","host-associated","human-gut","terrestrial","human_host-associated","taylor","sanger"
"mgm4544291","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_001","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544292","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_002","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544293","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_003","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544294","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_004","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544295","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_005","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544296","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_006","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544297","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_007","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544298","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_008","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544299","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_009","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544300","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_001","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544301","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_002","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544302","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_003","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544303","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_004","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544304","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_005","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544305","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_006","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4544306","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R2_007","UTM waste water treatment plant project A","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5463","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545012","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_001","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545013","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_002","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545014","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_003","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545015","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_004","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545016","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R1_005","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545017","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_001","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545018","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_002","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545019","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_003","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545020","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_B_TGACCA_L007_R2_004","UTM waste water treatment plant project B","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5465","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545189","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_001","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545190","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_002","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545191","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_003","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545192","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_004","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545193","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R1_005","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545446","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_001","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545447","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_002","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545448","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_003","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545449","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_004","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545450","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_C_ACAGTG_L007_R2_005","UTM waste water treatment plant project C","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5468","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545675","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_001","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545676","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_002","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545677","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_003","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545678","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_004","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545679","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_005","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545680","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R1_006","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545681","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R2_001","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545682","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R2_002","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545683","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R2_003","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545684","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R2_004","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4545685","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_D_GCCAAT_L007_R2_005","UTM waste water treatment plant project D","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5469","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4546279","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_E_CAGATC_L007_R1_001","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4546280","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_E_CAGATC_L007_R1_002","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4546281","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_E_CAGATC_L007_R1_003","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4546282","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_E_CAGATC_L007_R1_004","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
"mgm4546283","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_E_CAGATC_L007_R1_005","UTM waste water treatment plant project E","metagenome","WGS",NA,"Malaysia",1.5580384,103.6420599,"anthropogenic terrestrial biome","mgp5471","free-living","wastewater_treatment_plant","freshwater","wastewater","vijaya kumaran","illumina"
