"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4521707","permafrost","soil","soil",NA,"16AA365CMWeek1comunassem","Axel Heiberg Permafrost: Part 4A, Assembled  Metagenomes","metagenome","WGS","north america","Canada",79.415,-90.7583333333,"Cold-winter (continental) deserts and semideserts","mgp252","free-living","permafrost","terrestrial","soil"
"mgm4521708","permafrost","soil","soil",NA,"17AA3580CMWeek1comunassem","Axel Heiberg Permafrost: Part 4A, Assembled  Metagenomes","metagenome","WGS","north america","Canada",79.415,-90.7583333333,"Cold-winter (continental) deserts and semideserts","mgp252","free-living","permafrost","terrestrial","soil"
"mgm4721951","cold temperature habitat","oil contaminated soil","soil",NA,"BS3M_S6_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721952","cold temperature habitat","oil contaminated soil","soil",NA,"CT30_S7_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721953","cold temperature habitat","oil contaminated soil","soil",NA,"BS1M_S5_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721954","cold temperature habitat","oil contaminated soil","soil",NA,"CT30_BS_S8_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721955","cold temperature habitat","oil contaminated soil","soil",NA,"NA90_S10_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721956","cold temperature habitat","oil contaminated soil","soil",NA,"S16_S12_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721957","cold temperature habitat","oil contaminated soil","soil",NA,"NA210_S11_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721958","cold temperature habitat","oil contaminated soil","soil",NA,"NA3M_S2_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721959","cold temperature habitat","oil contaminated soil","soil",NA,"NA1M_S1_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721960","cold temperature habitat","oil contaminated soil","soil",NA,"BS30_S3_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721961","cold temperature habitat","oil contaminated soil","soil",NA,"BS90_S4_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721962","cold temperature habitat","oil contaminated soil","soil",NA,"NA30_S9_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
"mgm4721963","cold temperature habitat","oil contaminated soil","soil",NA,"BS210_S6_L001_R","Role of bacteria involed in diesel oil biodegradation in Antarctic soil under low temperature","metagenome","WGS","antarctica","Antarctica",-62.22055556,-58.9575,"Cold-winter (continental) deserts and semideserts","mgp20355","free-living","contaminated_soil","terrestrial","soil"
