"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4449103","marine oligotrophic desert","water","water",NA,"BIOS Microbial Oceanography Course 2010 MGMO-09-3_200m","BIOS Microbial Oceanography Course","metagenome","WGS","north america","Bermuda",32.17,-64.5,"oceanic epipelagic zone biome","mgp1167","free-living","oceanic_seawater","marine","saline_water"
"mgm4449104","marine oligotrophic desert","water","water",NA,"BIOS Microbial Oceanography Course 2010 MGMO-09-3_010m","BIOS Microbial Oceanography Course","metagenome","WGS","north america","Bermuda",32.17,-64.5,"oceanic epipelagic zone biome","mgp1167","free-living","oceanic_seawater","marine","saline_water"
"mgm4461593","archipelago","sea water","water",NA,"AnaPaula_PE22-1","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
"mgm4461594","archipelago","sea water","water",NA,"AnaPaula_PE14-1","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
"mgm4463925","archipelago","sea water","water",NA,"AnaPaula_PE22-3","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
"mgm4463926","archipelago","sea water","water",NA,"AnaPaula_PE22-2","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
"mgm4463927","archipelago","sea water","water",NA,"AnaPaula_PE18-1","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
"mgm4463928","archipelago","sea water","water",NA,"AnaPaula_PE18-3","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
"mgm4463929","archipelago","sea water","water",NA,"AnaPaula_PE15-2","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
"mgm4463930","archipelago","sea water","water",NA,"AnaPaula_PE15-1","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","metagenome","WGS",NA,"Brazil",0.933333333333333,-29.3666666666667,"oceanic epipelagic zone biome","mgp3395","free-living","oceanic_seawater","marine","saline_water"
