"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4440036","marine habitat","marine habitat","water","marine","KingLIVir20050821","Northern Line Islands","metagenome","WGS","na","United States of America",6.3856,-162.334722,"marine habitat","mgp40","free-living","coral_reef_seawater","marine","saline_water"
"mgm4440037","marine habitat","marine habitat","water","marine","KingLIMic20050821","Northern Line Islands","metagenome","WGS","na","United States of America",6.3856,-162.334722,"marine habitat","mgp40","free-living","coral_reef_seawater","marine","saline_water"
"mgm4440038","marine habitat","marine habitat","water","marine","XmasLIVir20050805","Northern Line Islands","metagenome","WGS","na","United States of America",1.99231667,-157.4840667,"marine habitat","mgp40","free-living","coral_reef_seawater","marine","saline_water"
"mgm4440039","marine habitat","marine habitat","water","marine","PalmLIMic20050818","Northern Line Islands","metagenome","WGS","na","United States of America",5.866944,-162.1278,"marine habitat","mgp40","free-living","coral_reef_seawater","marine","saline_water"
"mgm4440040","marine habitat","marine habitat","water","marine","PalmLIVir20050818","Northern Line Islands","metagenome","WGS","na","United States of America",5.866944,-162.1278,"marine habitat","mgp40","free-living","coral_reef_seawater","marine","saline_water"
"mgm4440041","marine habitat","marine habitat","water","marine","XmasLIMic20050805","Northern Line Islands","metagenome","WGS","na","United States of America",1.99231667,-157.4840667,"marine habitat","mgp40","free-living","coral_reef_seawater","marine","saline_water"
"mgm4440212","marine habitat","marine habitat","water",NA,"Bag1_13thMay_DNA","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,5.22,"marine habitat","mgp52","free-living","coastal_seawater","marine","saline_water"
"mgm4440213","marine habitat","marine habitat","water",NA,"Bag6_May13th_DNA","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,5.22,"marine habitat","mgp52","free-living","coastal_seawater","marine","saline_water"
"mgm4440275","marine habitat","marine habitat","water",NA,"1-19-DNA-flx","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,64.47,"marine habitat","mgp52","free-living","coastal_seawater","marine","saline_water"
"mgm4440276","marine habitat","marine habitat","water",NA,"6-19-DNA-flx","cDNA - Plymouth Marine Lab Coastal Waters project","metagenome","WGS","europe","Norway",60.27,-5.22,"marine habitat","mgp52","free-living","coastal_seawater","marine","saline_water"
