"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","biosphere","ecosystem"
"mgm4573350","organic feature","coastal sea water","host-associated",NA,"1T1Wt1r1_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573351","organic feature","coastal sea water","host-associated",NA,"2T2Wt2r5_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573352","organic feature","coastal sea water","host-associated",NA,"3T3Wt3r9_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573353","organic feature","coastal sea water","host-associated",NA,"4T4Wt4r7_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573354","organic feature","coastal sea water","host-associated",NA,"5T1Wt1r7_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573355","organic feature","coastal sea water","host-associated",NA,"6T2Wt2r4_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573356","organic feature","coastal sea water","host-associated",NA,"7T3Wt3r4_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573357","organic feature","coastal sea water","host-associated",NA,"8T4Wt4r6_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573495","organic feature","coastal sea water","host-associated",NA,"10T2Wt2r6_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
"mgm4573496","organic feature","coastal sea water","host-associated",NA,"11T3Wt3r9_merged","kelp fall 2012","metagenome","WGS",NA,"United States of America",32.731993,-117.211432,"marine environment","mgp5542","free-living","coastal_seawater","marine","saline_water"
