samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4540013,cow shed,feces,host-associated,NA,FA2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540014,cow shed,feces,host-associated,NA,FB1,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540015,cow shed,feces,host-associated,NA,FB2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540016,cow shed,feces,host-associated,NA,FC1,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540017,cow shed,feces,host-associated,NA,FC2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540018,cow shed,feces,host-associated,NA,FD1,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540019,cow shed,feces,host-associated,NA,FD2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540020,cow shed,feces,host-associated,NA,MA1,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540021,cow shed,feces,host-associated,NA,MA2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540022,cow shed,feces,host-associated,NA,MB1,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540023,cow shed,feces,host-associated,NA,MB2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540024,cow shed,feces,host-associated,NA,MC1,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540025,cow shed,feces,host-associated,NA,MD1,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4540026,cow shed,feces,host-associated,NA,MD2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4548142,cow shed,feces,host-associated,NA,MC2,Dairy_microbiome,metagenome,WGS,NA,USA,46.729553,-94.6858998,temperate woodland biome,mgp6465,host-associated,animal_feces,terrestrial,animal_host-associated
mgm4664853,area of deciduous forest,surface soil,soil,soil,HARV.001.xx.xx.Organic.x.x.20131122.join,NEON Soil Metagenomes,metagenome,WGS,NA,USA,42.42427,-72.258289,temperate woodland biome,mgp13948,free-living,forest_soil,terrestrial,soil
mgm4664854,area of evergreen forest,surface soil,soil,soil,HARV.013.39.Mineral.7.22.20130708.join,NEON Soil Metagenomes,metagenome,WGS,NA,USA,42.39232,-72.25474,temperate woodland biome,mgp13948,free-living,forest_soil,terrestrial,soil
mgm4664862,area of woody wetland,surface soil,soil,soil,HARV.016.21.1.1.Organic.20130709.join,NEON Soil Metagenomes,metagenome,WGS,NA,USA,42.45832,-72.23223,temperate woodland biome,mgp13948,free-living,forest_soil,terrestrial,soil
