samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem
mgm4479361,Zoological garden,compost,built environment,NA,Zoo Compost 1 (ZC1),Sao Paulo Zoo Composting,metagenome,WGS,south america,Brazil,-23,-46,Subtropical and temperate rainforests or woodlands,mgp3997,free-living,compost,terrestrial,soil
mgm4479944,Zoological garden,compost,built environment,NA,Zoo Compost 2 (ZC2),Sao Paulo Zoo Composting,metagenome,WGS,south america,Brazil,-23,-46,Subtropical and temperate rainforests or woodlands,mgp3997,free-living,compost,terrestrial,soil
mgm4530680,Zoological garden,compost,built environment,NA,ZC3DAY30IQMSIPER01R3-TEST,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
mgm4530682,Zoological garden,compost,built environment,NA,ZC3DAY78IQMSIPER01R3-TEST,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
mgm4530683,Zoological garden,compost,built environment,NA,ZC3DAY99IQMSIPER01R3-TEST,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
mgm4532159,Zoological garden,compost,built environment,NA,ZC3DAY01IQMSIPER01R4,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
mgm4532160,Zoological garden,compost,built environment,NA,ZC3DAY30IQMSIPER01R4,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
mgm4532161,Zoological garden,compost,built environment,NA,ZC3DAY64IQMSIPER01R4,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
mgm4532162,Zoological garden,compost,built environment,NA,ZC3DAY78IQMSIPER01R4,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
mgm4532163,Zoological garden,compost,built environment,NA,ZC3DAY99IQMSIPER01R4,Sao Paulo Zoo Composting Study,metagenome,WGS,south america,Brazil,-23.651079,-46.620668,Subtropical and temperate rainforests or woodlands,mgp5435,free-living,compost,terrestrial,soil
